Term,Ont,N,DE,P.DE
positive regulation of non-motile cilium assembly,BP,9,1,0.005260069896876218
endomembrane system,CC,4441,356,3.0324816838078912e-28
cytoplasmic part,CC,9735,624,1.298973133966955e-27
cytoplasm,CC,11625,704,4.596618104011961e-26
protein binding,MF,11807,703,2.9288040939321406e-23
vesicle,CC,3884,303,2.766981183785595e-21
endoplasmic reticulum part,CC,1361,141,3.1232957874621433e-19
organelle subcompartment,CC,1711,162,3.169542379194103e-18
cytoplasmic vesicle,CC,2314,200,4.233721686466592e-18
intracellular vesicle,CC,2317,200,4.88337250878522e-18
endoplasmic reticulum,CC,1911,174,7.069566297137374e-18
membrane,CC,9495,576,2.7864911204087274e-17
vesicle-mediated transport,BP,2107,184,4.7324352802979426e-17
binding,MF,15267,823,3.844893531448477e-16
transport,BP,5190,356,4.508986065855807e-16
localization,BP,6735,436,4.704109275788767e-16
neuron part,CC,1729,157,5.25144780097839e-16
establishment of localization,BP,5315,361,1.135280613895715e-15
bounding membrane of organelle,CC,2081,176,5.72298467485646e-15
nervous system development,BP,2375,193,1.06698007376649e-14
protein localization,BP,2765,216,1.1595338471727062e-14
nucleoplasm,CC,3512,950,3.3588057135866044e-162
nucleus,CC,7932,1580,2.67054204110988e-158
nucleic acid binding,MF,4349,1033,8.409771830122202e-135
nucleic acid metabolic process,BP,5735,1232,3.386285658965984e-132
nuclear part,CC,5023,1128,1.2725485663664334e-131
nucleobase-containing compound metabolic process,BP,6411,1311,2.4516371349625966e-125
nuclear lumen,CC,4594,1048,6.100582461579506e-124
intracellular membrane-bounded organelle,CC,11488,1920,4.0745903390691216e-122
heterocycle metabolic process,BP,6570,1323,4.789125415713289e-121
cellular aromatic compound metabolic process,BP,6615,1327,3.961043486878989e-120
intracellular,CC,15073,2260,6.2595324911350625e-118
intracellular part,CC,15063,2259,7.696702768785466e-118
regulation of nucleobase-containing compound metabolic process,BP,4140,962,5.481371274630525e-116
organic cyclic compound metabolic process,BP,6839,1344,1.8553877087786143e-114
heterocyclic compound binding,MF,6241,1260,4.4475074036533443e-113
intracellular organelle,CC,13294,2086,2.2067355070602787e-112
organic cyclic compound binding,MF,6328,1267,5.539019643233266e-111
cellular nitrogen compound metabolic process,BP,7161,1374,3.949038104942908e-109
RNA metabolic process,BP,5206,1097,1.8392291519036862e-105
cellular macromolecule metabolic process,BP,8352,1515,1.8129353464267323e-104
intracellular part,CC,15063,2783,1.8505910163286482e-124
intracellular,CC,15073,2784,2.1673448302621726e-124
intracellular organelle part,CC,9811,2065,4.3523767982961035e-113
organelle part,CC,10112,2097,2.821096467450793e-108
cytoplasm,CC,11625,2308,2.3466701381267474e-106
cytoplasmic part,CC,9735,2026,1.5607279890642611e-102
intracellular organelle,CC,13294,2518,9.69559020633117e-101
organelle,CC,14144,2606,3.327440924913175e-92
intracellular membrane-bounded organelle,CC,11488,2241,2.473420352241317e-88
membrane-bounded organelle,CC,13019,2445,3.7547503016811036e-86
cytosol,CC,5085,1209,3.444247221170964e-80
ribosomal subunit,CC,190,145,8.863340397248701e-80
nucleoplasm,CC,3512,895,5.0850877643886845e-70
protein binding,MF,11807,2227,1.4927593818199426e-68
intracellular organelle lumen,CC,5740,1281,9.019865732175573e-67
membrane-enclosed lumen,CC,5740,1281,9.019865732175573e-67
organelle lumen,CC,5740,1281,9.019865732175573e-67
ribosome,CC,272,162,5.168677460293002e-64
structural constituent of ribosome,MF,202,133,2.66875061030499e-60
mitochondrial part,CC,1036,358,2.935272556939886e-57
intracellular part,CC,15063,2600,1.2807134621306054e-111
intracellular,CC,15073,2601,1.3805480139199125e-111
intracellular organelle part,CC,9811,1927,6.1910360025737345e-102
organelle part,CC,10112,1956,3.596779597221704e-97
cytoplasmic part,CC,9735,1902,1.5925249665547615e-96
intracellular organelle,CC,13294,2363,3.8348597311478545e-95
intracellular membrane-bounded organelle,CC,11488,2127,5.65726260481197e-92
cytoplasm,CC,11625,2141,1.6812687517761085e-90
organelle,CC,14144,2443,3.168312316019013e-86
membrane-bounded organelle,CC,13019,2299,4.234115552766129e-83
ribosomal subunit,CC,190,137,1.0662100317535076e-73
cytosol,CC,5085,1107,8.808141007895763e-66
protein binding,MF,11807,2086,1.6622650511059802e-63
ribosome,CC,272,152,8.151587867557582e-59
nucleoplasm,CC,3512,813,3.8608933374289185e-56
intracellular organelle lumen,CC,5740,1175,1.694753202604494e-54
membrane-enclosed lumen,CC,5740,1175,1.694753202604494e-54
organelle lumen,CC,5740,1175,1.694753202604494e-54
structural constituent of ribosome,MF,202,122,1.8170669135396835e-52
protein-containing complex,CC,6151,1224,3.2892052918890547e-50
intracellular,CC,15073,1864,3.708096969806772e-82
intracellular part,CC,15063,1863,5.090162320920387e-82
intracellular organelle part,CC,9811,1391,2.103822442184375e-76
intracellular organelle,CC,13294,1702,8.59191381728404e-73
organelle part,CC,10112,1410,1.9655995434310372e-072
ribosomal subunit,CC,190,120,2.3708237451262794e-71
intracellular membrane-bounded organelle,CC,11488,1535,3.20454817698814e-70
organelle,CC,14144,1756,1.811133396980782e-65
membrane-bounded organelle,CC,13019,1659,6.734328386307127e-65
cytoplasmic part,CC,9735,1342,1.8486104261210636e-61
cytoplasm,CC,11625,1514,5.7781043159662985e-58
ribosome,CC,272,129,2.3527033766256934e-56
structural constituent of ribosome,MF,202,109,5.391422955636944e-55
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,120,80,1.4617999962447549e-50
translational initiation,BP,193,102,2.2313959478760186e-50
cytosolic ribosome,CC,112,77,2.9638923360063806e-50
cotranslational protein targeting to membrane,BP,109,75,5.1021458207008075e-49
SRP-dependent cotranslational protein targeting to membrane,BP,105,73,3.0235870943041585e-48
translation,BP,714,209,4.2743501036661237e-48
peptide biosynthetic process,BP,739,211,1.1954658615503386e-46
cytoplasmic part,CC,9735,200,7.927283064864572e-12
cytoplasm,CC,11625,224,3.6268014382348204e-11
cytosol,CC,5085,125,6.739108041106397e-11
intracellular,CC,15073,263,6.875533252763357e-10
intracellular part,CC,15063,262,1.6223672540005267e-9
intracellular organelle part,CC,9811,194,1.866204608149815e-9
ribosomal subunit,CC,190,17,2.9917035741014956e-9
peptide metabolic process,BP,894,38,3.5036122625497472e-9
translation,BP,714,33,5.480257279597445e-9
organelle part,CC,10112,196,9.310022987744819e-9
peptide biosynthetic process,BP,739,33,1.2651452161804072e-8
cellular amide metabolic process,BP,1157,43,1.610129908551001e-8
RNA binding,MF,1950,60,1.9631290798594722e-8
amide biosynthetic process,BP,876,36,2.2323086941702397e-8
cellular localization,BP,2927,79,2.258737887323816e-8
establishment of protein localization to organelle,BP,549,27,4.147435199064527e-8
intracellular organelle,CC,13294,235,1.443109450515068e-7
organonitrogen compound metabolic process,BP,7040,146,1.486468949470285e-7
mitochondrial part,CC,1036,38,1.6878262523289997e-7
protein binding,MF,11807,215,1.8648793143280478e-7
intracellular organelle lumen,CC,5740,403,8.774300613525925e-45
membrane-enclosed lumen,CC,5740,403,8.774300613525925e-45
organelle lumen,CC,5740,403,8.774300613525925e-45
nucleoplasm,CC,3512,292,8.439346475977662e-43
intracellular membrane-bounded organelle,CC,11488,618,1.392321146508089e-41
intracellular,CC,15073,724,3.3598692873288874e-41
intracellular part,CC,15063,723,9.945876744137305e-41
nuclear lumen,CC,4594,338,2.4329016395655733e-39
intracellular organelle part,CC,9811,549,5.101233806597673e-37
nuclear part,CC,5023,352,9.597450853686055e-37
RNA binding,MF,1950,192,5.770310839091992e-36
organelle part,CC,10112,556,2.246747438917652e-35
nucleus,CC,7932,471,1.4276295768745898e-34
intracellular organelle,CC,13294,657,1.2108117129103653e-32
cellular nitrogen compound metabolic process,BP,7161,431,2.91907881994158e-31
membrane-bounded organelle,CC,13019,638,3.189449163890012e-28
protein-containing complex,CC,6151,379,7.661517303711261e-28
protein binding,MF,11807,593,1.7251820844084596e-26
organelle,CC,14144,669,2.380128725103491e-26
catalytic complex,CC,1370,138,2.7608110267838467e-26
detection of chemical stimulus involved in sensory perception of smell,BP,427,164,1.3338668337319827e-184
olfactory receptor activity,MF,427,164,1.3338668337319827e-184
detection of chemical stimulus involved in sensory perception,BP,477,167,3.5300651335140334e-180
sensory perception of smell,BP,454,164,2.8949024896711907e-179
detection of chemical stimulus,BP,512,167,4.516448803637592e-174
detection of stimulus involved in sensory perception,BP,531,168,1.2499498667464674e-172
sensory perception of chemical stimulus,BP,526,167,8.950669242302395e-172
detection of stimulus,BP,691,168,7.949722966909852e-151
G protein-coupled receptor activity,MF,866,168,4.931218853333646e-133
sensory perception,BP,977,168,8.170648601455073e-124
transmembrane signaling receptor activity,MF,1277,170,2.571892390963929e-106
G protein-coupled receptor signaling pathway,BP,1371,169,5.35409079273947e-100
nervous system process,BP,1437,170,1.0036321372703495e-97
signaling receptor activity,MF,1484,170,2.064377989794693e-95
molecular transducer activity,MF,1538,170,7.39580095355729e-93
system process,BP,2216,172,1.8153977980146534e-69
odorant binding,MF,102,51,4.807043290824233e-62
multicellular organismal process,BP,7751,268,5.422327149998564e-43
keratinization,BP,224,48,1.028356199576707e-37
intermediate filament,CC,214,45,5.330956165678439e-35
detection of chemical stimulus involved in sensory perception of smell,BP,427,217,3.0688269153595877e-212
olfactory receptor activity,MF,427,217,3.0688269153595877e-212
sensory perception of smell,BP,454,218,3.7551569076788927e-206
detection of chemical stimulus involved in sensory perception,BP,477,221,9.599794523961244e-205
detection of chemical stimulus,BP,512,221,4.208576530074861e-196
sensory perception of chemical stimulus,BP,526,222,2.3202346299921124e-194
detection of stimulus involved in sensory perception,BP,531,222,3.136263855267918e-193
detection of stimulus,BP,691,225,3.9691631467413375e-167
G protein-coupled receptor activity,MF,866,226,5.108136008094798e-144
sensory perception,BP,977,229,6.923797893196013e-135
transmembrane signaling receptor activity,MF,1277,230,3.9659181506764052e-109
nervous system process,BP,1437,237,3.377346985145834e-104
G protein-coupled receptor signaling pathway,BP,1371,229,2.13617832756504e-101
signaling receptor activity,MF,1484,233,1.659023941568878e-97
molecular transducer activity,MF,1538,233,3.839086532911498e-94
system process,BP,2216,246,9.362470123659451e-71
odorant binding,MF,102,63,4.446116247566648e-67
keratinization,BP,224,65,1.0321742731770324e-42
keratinocyte differentiation,BP,305,69,1.349311210673424e-37
multicellular organismal process,BP,7751,419,2.7816450704245253e-36
pattern specification process,BP,446,12,9.507417822927653e-6
embryonic digit morphogenesis,BP,61,5,2.5686311231434685e-5
anterior/posterior pattern specification,BP,219,8,3.7675757061763445e-5
envelope,CC,1182,19,3.9271012329923165e-5
organelle envelope,CC,1182,19,3.9271012329923165e-5
mitochondrial envelope,CC,739,14,8.270212399996524e-5
mitochondrial membrane,CC,698,13,1.7803319212002114e-4
regionalization,BP,351,9,1.8684902613947372e-4
apoptotic process involved in morphogenesis,BP,25,3,3.8086809102459864e-4
animal organ formation,BP,61,4,4.101005142614739e-4
macromolecule biosynthetic process,BP,5114,46,4.187435983769901e-4
cellular nitrogen compound biosynthetic process,BP,5029,45,5.704103655799202e-4
appendage development,BP,179,6,5.73965707236997e-4
limb development,BP,179,6,5.73965707236997e-4
cellular biosynthetic process,BP,6168,52,7.089680001735326e-4
embryonic appendage morphogenesis,BP,125,5,7.578326990107854e-4
embryonic limb morphogenesis,BP,125,5,7.578326990107854e-4
heterocycle biosynthetic process,BP,4341,40,7.639017991122977e-4
aromatic compound biosynthetic process,BP,4351,40,8.008918315542273e-4
mitochondrial part,CC,1036,15,8.2172710717753e-4
rhombomere 2 development,BP,2,2,3.8728953115419236e-5
circadian regulation of translation,BP,4,2,2.304724469038603e-4
hindbrain development,BP,152,6,3.893947532239485e-4
central nervous system development,BP,1002,16,5.171323551392695e-4
sulfur compound metabolic process,BP,372,9,5.567769474420408e-4
acetyltransferase activity,MF,110,5,6.378261585335614e-4
forebrain development,BP,381,9,6.603572424116047e-4
N-terminal protein amino acid modification,BP,29,3,7.728551280643958e-4
noradrenergic neuron differentiation,BP,7,2,7.967856152811846e-4
rhombomere development,BP,7,2,7.967856152811846e-4
ncRNA metabolic process,BP,562,11,8.091049601126444e-4
central nervous system neuron differentiation,BP,183,6,0.0010312819838676451
somatic stem cell population maintenance,BP,72,4,0.001076941455584085
nucleus,CC,7932,67,0.001163411802265925
intracellular part,CC,15063,109,0.0011700742042723277
intracellular,CC,15073,109,0.0012171409812425503
peptide N-acetyltransferase activity,MF,75,4,0.0012541579687115505
cardiac septum morphogenesis,BP,76,4,0.0013175002093635633
sequence-specific double-stranded DNA binding,MF,889,14,0.0013387622147875292
DNA binding,MF,2518,28,0.001594964605369422
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,57,1.858678267631158e-18
DNA binding,MF,2518,72,2.7707428849450195e-18
DNA-binding transcription factor activity,MF,1699,58,6.226643394869959e-18
transcription regulator activity,MF,2053,60,2.0379226374505022e-15
nucleic acid binding,MF,4349,90,2.579906915588672e-14
regulation of transcription by RNA polymerase II,BP,2683,66,2.0606915903379264e-13
transcription by RNA polymerase II,BP,2818,66,2.0296971206279507e-12
nucleus,CC,7932,125,4.42137991326275e-12
"regulation of transcription, DNA-templated",BP,3506,73,2.532432881859141e-11
heterocyclic compound binding,MF,6241,105,3.977582619356704e-11
regulation of nucleic acid-templated transcription,BP,3567,73,5.797079281094725e-11
regulation of RNA biosynthetic process,BP,3576,73,6.537520060967574e-11
organic cyclic compound binding,MF,6328,105,9.787751184619872e-11
"transcription, DNA-templated",BP,3668,73,2.1711302790752822e-10
regulation of cellular macromolecule biosynthetic process,BP,3998,77,2.5048740963703575e-10
nucleic acid-templated transcription,BP,3716,73,3.9804936278285357e-10
RNA biosynthetic process,BP,3733,73,4.917858281544278e-10
regulation of nucleobase-containing compound metabolic process,BP,4140,78,5.197361402542701e-10
regulation of RNA metabolic process,BP,3822,74,5.51920615272599e-10
organic cyclic compound biosynthetic process,BP,4500,82,7.303624931813484e-10
detection of chemical stimulus involved in sensory perception of smell,BP,427,241,1.6522806165805245e-256
olfactory receptor activity,MF,427,241,1.6522806165805245e-256
sensory perception of smell,BP,454,243,6.351858036528923e-251
detection of chemical stimulus involved in sensory perception,BP,477,245,3.830290537891781e-247
detection of chemical stimulus,BP,512,246,1.0522953732722181e-238
sensory perception of chemical stimulus,BP,526,247,1.518198258186365e-236
detection of stimulus involved in sensory perception,BP,531,246,1.2796754823561775e-233
detection of stimulus,BP,691,247,2.2190016070307157e-200
G protein-coupled receptor activity,MF,866,252,3.420236184155414e-179
sensory perception,BP,977,254,3.2153050631392495e-167
transmembrane signaling receptor activity,MF,1277,257,1.1345624197454971e-139
G protein-coupled receptor signaling pathway,BP,1371,257,9.751837793828405e-132
nervous system process,BP,1437,258,1.4661263739139628e-127
signaling receptor activity,MF,1484,258,4.9235108300982295e-124
molecular transducer activity,MF,1538,258,3.7570238380703907e-120
system process,BP,2216,269,4.060817388023978e-91
odorant binding,MF,102,67,6.569722522577421e-75
keratinization,BP,224,73,7.932148429727822e-53
multicellular organismal process,BP,7751,440,8.215829100666242e-51
keratinocyte differentiation,BP,305,77,1.5323708817037911e-46
detection of chemical stimulus involved in sensory perception of smell,BP,427,236,8.10002132592605e-238
olfactory receptor activity,MF,427,236,8.10002132592605e-238
sensory perception of smell,BP,454,238,2.111569521398423e-232
detection of chemical stimulus involved in sensory perception,BP,477,242,5.940380265246164e-232
detection of chemical stimulus,BP,512,244,3.0652768707664553e-225
sensory perception of chemical stimulus,BP,526,244,1.5731142019233507e-221
detection of stimulus involved in sensory perception,BP,531,244,3.072028842124288e-220
detection of stimulus,BP,691,247,3.1286316818324133e-190
G protein-coupled receptor activity,MF,866,249,2.5054068681990466e-165
sensory perception,BP,977,254,4.8832677420538783e-157
transmembrane signaling receptor activity,MF,1277,252,1.0493384852471543e-124
nervous system process,BP,1437,259,1.0944884429122465e-118
G protein-coupled receptor signaling pathway,BP,1371,253,4.773970069083363e-118
signaling receptor activity,MF,1484,256,1.9666081922583717e-112
molecular transducer activity,MF,1538,256,1.163984312760888e-108
system process,BP,2216,268,5.800128153464557e-81
odorant binding,MF,102,65,5.266841766786143e-69
keratinization,BP,224,72,3.805033086804971e-49
multicellular organismal process,BP,7751,458,1.3170815857771413e-45
keratinocyte differentiation,BP,305,76,5.965187796965835e-43
detection of chemical stimulus involved in sensory perception of smell,BP,427,231,2.075334995878329e-225
olfactory receptor activity,MF,427,231,2.075334995878329e-225
sensory perception of smell,BP,454,232,1.3297425579120968e-218
detection of chemical stimulus involved in sensory perception,BP,477,234,4.276847891929736e-215
detection of chemical stimulus,BP,512,235,2.9412036582084718e-207
detection of stimulus involved in sensory perception,BP,531,236,5.138648488730918e-204
sensory perception of chemical stimulus,BP,526,235,9.392608097469648e-204
detection of stimulus,BP,691,239,1.724439017472278e-175
G protein-coupled receptor activity,MF,866,243,4.277206307272684e-154
sensory perception,BP,977,242,1.7639157752182585e-139
transmembrane signaling receptor activity,MF,1277,249,7.892160454610038e-118
G protein-coupled receptor signaling pathway,BP,1371,248,1.7846774810148198e-109
signaling receptor activity,MF,1484,253,8.407697832976175e-106
molecular transducer activity,MF,1538,253,4.0333601821275074e-102
nervous system process,BP,1437,245,5.287230843501902e-102
system process,BP,2216,257,1.591888225261891e-69
odorant binding,MF,102,63,1.1900630231655666e-64
keratinization,BP,224,70,7.561079195011361e-46
keratinocyte differentiation,BP,305,75,6.592539068367274e-41
multicellular organismal process,BP,7751,455,1.0610870825688655e-38
detection of chemical stimulus involved in sensory perception of smell,BP,427,260,3.521998265437619e-262
olfactory receptor activity,MF,427,260,3.521998265437619e-262
sensory perception of smell,BP,454,261,9.954837455659356e-254
detection of chemical stimulus involved in sensory perception,BP,477,265,2.540220051392449e-252
detection of chemical stimulus,BP,512,267,3.071809259284167e-244
detection of stimulus involved in sensory perception,BP,531,267,1.471572825913716e-238
sensory perception of chemical stimulus,BP,526,266,1.803585079500931e-238
detection of stimulus,BP,691,271,1.3540699299474061e-205
G protein-coupled receptor activity,MF,866,275,7.566002284236091e-180
sensory perception,BP,977,279,1.166373570682724e-168
transmembrane signaling receptor activity,MF,1277,279,5.014725649939897e-135
G protein-coupled receptor signaling pathway,BP,1371,283,2.5436706522505047e-130
nervous system process,BP,1437,284,1.2887676671118515e-125
signaling receptor activity,MF,1484,282,5.616254969016932e-120
molecular transducer activity,MF,1538,282,8.245486955129734e-116
system process,BP,2216,300,1.4539137675063012e-88
odorant binding,MF,102,67,1.5358394953134074e-68
keratinization,BP,224,79,5.113114318772294e-53
multicellular organismal process,BP,7751,516,6.3722964983223455e-49
keratinocyte differentiation,BP,305,85,1.2225512396551344e-47
detection of chemical stimulus involved in sensory perception of smell,BP,427,259,1.2174450716781326e-269
olfactory receptor activity,MF,427,259,1.2174450716781326e-269
sensory perception of smell,BP,454,260,2.905961633708082e-261
detection of chemical stimulus involved in sensory perception,BP,477,263,2.2939828855235898e-258
detection of chemical stimulus,BP,512,265,1.892777483393959e-250
sensory perception of chemical stimulus,BP,526,264,1.1279781163298624e-244
detection of stimulus involved in sensory perception,BP,531,264,3.1473681462076147e-243
detection of stimulus,BP,691,267,1.8894075130621857e-209
G protein-coupled receptor activity,MF,866,273,9.873541243391415e-187
sensory perception,BP,977,272,7.734224046497374e-170
transmembrane signaling receptor activity,MF,1277,276,5.162734618591036e-141
G protein-coupled receptor signaling pathway,BP,1371,279,1.7682530623077515e-135
nervous system process,BP,1437,276,5.295841844205805e-127
signaling receptor activity,MF,1484,279,4.467544074069522e-126
molecular transducer activity,MF,1538,279,6.690130637305501e-122
system process,BP,2216,288,2.6087946918663456e-88
odorant binding,MF,102,67,1.34839589157716e-70
keratinization,BP,224,78,3.753229472220548e-54
multicellular organismal process,BP,7751,493,4.5789130653598313e-51
keratinocyte differentiation,BP,305,84,4.979167581866752e-49
detection of chemical stimulus involved in sensory perception of smell,BP,427,248,6.901249343089179e-261
olfactory receptor activity,MF,427,248,6.901249343089179e-261
sensory perception of smell,BP,454,249,3.584304013198918e-253
detection of chemical stimulus involved in sensory perception,BP,477,253,1.8170000849862743e-252
detection of chemical stimulus,BP,512,255,3.5248181606072333e-245
detection of stimulus involved in sensory perception,BP,531,255,7.788196722025021e-240
sensory perception of chemical stimulus,BP,526,254,1.3089640841743927e-239
detection of stimulus,BP,691,257,2.393485518650206e-206
G protein-coupled receptor activity,MF,866,259,5.441528263437154e-180
sensory perception,BP,977,260,2.2766155014696267e-166
transmembrane signaling receptor activity,MF,1277,263,4.317374117858849e-138
G protein-coupled receptor signaling pathway,BP,1371,260,4.999959931565782e-127
nervous system process,BP,1437,264,1.0385802736636098e-125
signaling receptor activity,MF,1484,264,4.0194749413856376e-122
molecular transducer activity,MF,1538,264,3.5701412037852078e-118
system process,BP,2216,276,4.35642493226556e-89
odorant binding,MF,102,66,2.860265471749947e-71
keratinization,BP,224,71,1.535554274373006e-48
multicellular organismal process,BP,7751,455,2.618157258630837e-47
keratinocyte differentiation,BP,305,76,1.6101446255302913e-43
detection of chemical stimulus involved in sensory perception of smell,BP,427,242,2.091945053602984e-261
olfactory receptor activity,MF,427,242,2.091945053602984e-261
detection of chemical stimulus involved in sensory perception,BP,477,247,1.012476236253235e-253
sensory perception of smell,BP,454,242,2.6209282786154496e-252
detection of chemical stimulus,BP,512,248,3.5836890884402568e-245
detection of stimulus involved in sensory perception,BP,531,249,1.1893583364192356e-241
sensory perception of chemical stimulus,BP,526,247,1.0283171043586618e-239
detection of stimulus,BP,691,250,8.615963919802647e-208
G protein-coupled receptor activity,MF,866,253,1.2599130266547378e-183
sensory perception,BP,977,253,4.032702554153411e-169
transmembrane signaling receptor activity,MF,1277,258,7.914259963031332e-144
G protein-coupled receptor signaling pathway,BP,1371,255,1.0650630721155418e-132
nervous system process,BP,1437,256,1.4608078046244472e-128
signaling receptor activity,MF,1484,259,4.747755073642186e-128
molecular transducer activity,MF,1538,259,3.972962925911494e-124
system process,BP,2216,265,7.968354861069256e-91
odorant binding,MF,102,65,4.630023377250188e-72
multicellular organismal process,BP,7751,433,1.755482537689114e-51
keratinization,BP,224,68,1.2893133045603057e-47
keratinocyte differentiation,BP,305,73,3.928215069925176e-43
regulation of phosphorylation,BP,1614,17,6.046859624965713e-7
regulation of phosphate metabolic process,BP,1816,17,3.0993103407936092e-6
regulation of phosphorus metabolic process,BP,1818,17,3.1462089696092436e-6
regulation of cellular component organization,BP,2507,20,3.6977813765860775e-6
regulation of protein phosphorylation,BP,1465,15,4.724876091469821e-6
regulation of cell communication,BP,3542,23,1.683096244768335e-5
regulation of protein modification process,BP,1867,16,2.020712135978546e-5
regulation of signaling,BP,3591,23,2.118992558196542e-5
ameboidal-type cell migration,BP,461,8,2.97799453613261e-5
negative regulation of multicellular organismal process,BP,1316,13,3.425069714133284e-5
phosphorylation,BP,2417,18,3.531097576228594e-5
cell development,BP,2183,17,3.56899955200684e-5
protein phosphorylation,BP,1983,16,4.2515938243040906e-5
regulation of multicellular organismal process,BP,3260,21,5.4482462674409396e-5
regulation of ruffle assembly,BP,29,3,6.366074905484006e-5
neurogenesis,BP,1623,14,7.134279212561976e-5
positive regulation of developmental process,BP,1418,13,7.405551631273976e-5
regulation of cell differentiation,BP,1878,15,8.892888286441371e-5
regulation of cell junction assembly,BP,88,4,9.167912196064997e-5
sensory organ development,BP,548,8,1.002409307724683e-4
nucleus,CC,7932,2514,2.4858059224369933e-164
nucleoplasm,CC,3512,1390,1.787227537480449e-157
nucleic acid binding,MF,4349,1568,5.1506131869873725e-136
intracellular part,CC,15063,3860,8.623789934066932e-128
intracellular,CC,15073,3861,1.8677136989966356e-127
intracellular membrane-bounded organelle,CC,11488,3175,1.5914183602027327e-124
heterocyclic compound binding,MF,6241,2009,6.0461166239119254e-123
nucleic acid metabolic process,BP,5735,1884,3.0630171461065136e-122
binding,MF,15267,3883,3.435330484713701e-122
nucleobase-containing compound metabolic process,BP,6411,2039,4.6244545695214766e-119
organic cyclic compound binding,MF,6328,2019,5.0737801382902e-119
intracellular organelle,CC,13294,3514,3.0007054083594645e-118
regulation of nucleobase-containing compound metabolic process,BP,4140,1464,3.416741551102479e-116
nuclear part,CC,5023,1685,3.981999881196064e-114
nuclear lumen,CC,4594,1575,1.0733741765491432e-113
cellular aromatic compound metabolic process,BP,6615,2070,6.517145215752392e-113
heterocycle metabolic process,BP,6570,2059,8.40427075089185e-113
cellular macromolecule metabolic process,BP,8352,2469,2.3833332847037513e-112
organelle,CC,14144,3647,6.885208688470973e-108
organic cyclic compound metabolic process,BP,6839,2102,7.251085086240945e-106
regulation of cell communication,BP,3542,20,1.2166855721679013e-7
regulation of signaling,BP,3591,20,1.5388232846951693e-7
regulation of response to stimulus,BP,4342,21,6.851043321035894e-7
regulation of signal transduction,BP,3170,18,7.793024030375382e-7
regulation of cellular component organization,BP,2507,15,5.798857994474548e-6
extracellular structure organization,BP,422,7,6.1134322784645105e-6
positive regulation of biological process,BP,6254,23,1.8498522107267306e-5
positive regulation of peptidyl-serine phosphorylation,BP,105,4,3.0177169064310802e-5
extracellular matrix organization,BP,368,6,3.368981743764766e-5
regulation of phosphorylation,BP,1614,11,4.9658851543460865e-5
regulation of intracellular signal transduction,BP,1961,12,5.853448010386718e-5
positive regulation of protein transport,BP,418,6,6.84032557441476e-5
cellular response to glucose stimulus,BP,133,4,7.602316102345133e-5
