id,dex,barcode
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-12WSD-3126-SM-5HL7P.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-12WSD-3126-SM-5HL7P
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-12WSF-3126-SM-6M478.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-12WSF-3126-SM-6M478
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-12WSH-3026-SM-5CVNI.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-12WSH-3026-SM-5CVNI
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-12ZZW-2926-SM-5LZUP.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-12ZZW-2926-SM-5LZUP
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-12ZZX-2926-SM-5GCOQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-12ZZX-2926-SM-5GCOQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-12ZZY-3026-SM-5GCOU.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-12ZZY-3026-SM-5GCOU
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-12ZZZ-3026-SM-5BC67.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-12ZZZ-3026-SM-5BC67
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1313W-3126-SM-5LZUI.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1313W-3126-SM-5LZUI
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-131XW-3126-SM-5LZUC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-131XW-3126-SM-5LZUC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-131YS-3126-SM-5KLYT.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-131YS-3126-SM-5KLYT
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-132Q8-3026-SM-5PNVG.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-132Q8-3026-SM-5PNVG
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1399T-3026-SM-5KLZC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1399T-3026-SM-5KLZC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-139T8-1026-SM-5J2MC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-139T8-1026-SM-5J2MC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13FHO-3026-SM-5J1O9.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13FHO-3026-SM-5J1O9
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13FHP-3026-SM-5IJBS.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13FHP-3026-SM-5IJBS
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13FLW-1426-SM-5K7YE.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13FLW-1426-SM-5K7YE
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13FXS-3126-SM-5J2NN.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13FXS-3126-SM-5J2NN
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13G51-3026-SM-5IJB8.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13G51-3026-SM-5IJB8
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13IVO-2926-SM-5L3CZ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13IVO-2926-SM-5L3CZ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13JUV-2926-SM-5LZX7.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13JUV-2926-SM-5LZX7
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13JVG-3126-SM-5L3FH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13JVG-3126-SM-5L3FH
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13NYB-3026-SM-5IJD7.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13NYB-3026-SM-5IJD7
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13NYC-2826-SM-5K7WR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13NYC-2826-SM-5K7WR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13NYS-3126-SM-5KLYV.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13NYS-3126-SM-5KLYV
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13O3O-3126-SM-5KM3H.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13O3O-3126-SM-5KM3H
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13O3Q-2926-SM-5KM45.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13O3Q-2926-SM-5KM45
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13OVH-3026-SM-5MR4N.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13OVH-3026-SM-5MR4N
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13OVJ-2826-SM-5L3GW.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13OVJ-2826-SM-5L3GW
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13OW6-3026-SM-5J2MI.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13OW6-3026-SM-5J2MI
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13OW7-3026-SM-5L3GY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13OW7-3026-SM-5L3GY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13OW8-2826-SM-5L3GC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13OW8-2826-SM-5L3GC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13PL6-3126-SM-5LUAR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13PL6-3126-SM-5LUAR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13PVQ-3026-SM-5SI93.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13PVQ-3026-SM-5SI93
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13QIC-2926-SM-5J2NF.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13QIC-2926-SM-5J2NF
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13S7M-3126-SM-5RQJQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13S7M-3126-SM-5RQJQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13SLX-3126-SM-5S2Q5.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13SLX-3126-SM-5S2Q5
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13VXU-2926-SM-5LU5C.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13VXU-2926-SM-5LU5C
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13X6J-3026-SM-5Q5CU.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13X6J-3026-SM-5Q5CU
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-13X6K-2926-SM-5Q5D5.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-13X6K-2926-SM-5Q5D5
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1445S-3026-SM-5O9BR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1445S-3026-SM-5O9BR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-144FL-3026-SM-5O99C.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-144FL-3026-SM-5O99C
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-144GL-3026-SM-5Q5CW.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-144GL-3026-SM-5Q5CW
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-145LS-3126-SM-5Q5BY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-145LS-3126-SM-5Q5BY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-145MF-2726-SM-5O995.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-145MF-2726-SM-5O995
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-145MG-3026-SM-5RQJA.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-145MG-3026-SM-5RQJA
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-145MH-3026-SM-5Q5DZ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-145MH-3026-SM-5Q5DZ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-147GR-3026-SM-5S2ML.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-147GR-3026-SM-5S2ML
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14A5I-2926-SM-5Q5CQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14A5I-2926-SM-5Q5CQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14ASI-3026-SM-5S2PN.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14ASI-3026-SM-5S2PN
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14BIL-3026-SM-7EWD4.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14BIL-3026-SM-7EWD4
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14BIM-3026-SM-7EWCY.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14BIM-3026-SM-7EWCY
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14BIN-3226-SM-62LDR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14BIN-3226-SM-62LDR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14BMV-3026-SM-5S2PQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14BMV-3026-SM-5S2PQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14C39-3126-SM-5ZZW6.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14C39-3126-SM-5ZZW6
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14C5O-3026-SM-5YYB2.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14C5O-3026-SM-5YYB2
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14DAQ-3126-SM-62LDS.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14DAQ-3126-SM-62LDS
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14JG1-3026-SM-5YYAA.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14JG1-3026-SM-5YYAA
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14JIY-2926-SM-69LPT.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14JIY-2926-SM-69LPT
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14LZ3-3026-SM-5ZZVU.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14LZ3-3026-SM-5ZZVU
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-14PJM-3126-SM-6EU2R.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-14PJM-3126-SM-6EU2R
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-15DCD-2926-SM-7KULT.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-15DCD-2926-SM-7KULT
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-15EO6-3026-SM-7KUMA.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-15EO6-3026-SM-7KUMA
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-15ER7-3126-SM-7KUGH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-15ER7-3126-SM-7KUGH
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-15G19-2926-SM-7KUFL.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-15G19-2926-SM-7KUFL
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-15RJE-3026-SM-7KUM1.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-15RJE-3026-SM-7KUM1
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-15SHU-3126-SM-6M46H.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-15SHU-3126-SM-6M46H
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-15UF6-3026-SM-7KUKL.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-15UF6-3026-SM-7KUKL
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-16GPK-3026-SM-79ON9.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-16GPK-3026-SM-79ON9
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-16XZZ-3026-SM-79OMJ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-16XZZ-3026-SM-79OMJ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-16YQH-3026-SM-79OMM.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-16YQH-3026-SM-79OMM
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-16Z82-3026-SM-79ON3.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-16Z82-3026-SM-79ON3
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17EVP-3026-SM-7IGQL.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17EVP-3026-SM-7IGQL
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17EVQ-2826-SM-7IGQK.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17EVQ-2826-SM-7IGQK
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17F97-3026-SM-79OKC.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17F97-3026-SM-79OKC
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17HG3-2926-SM-79ON8.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17HG3-2926-SM-79ON8
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17HHY-3026-SM-79OKP.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17HHY-3026-SM-79OKP
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17HII-3026-SM-7EWFM.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17HII-3026-SM-7EWFM
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17JCI-3126-SM-7LTA2.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17JCI-3126-SM-7LTA2
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-17MF6-2926-SM-7LTAW.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-17MF6-2926-SM-7LTAW
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-183WM-2826-SM-731C2.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-183WM-2826-SM-731C2
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-18465-3026-SM-7LG6Y.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-18465-3026-SM-7LG6Y
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-18A6Q-2926-SM-718AR.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-18A6Q-2926-SM-718AR
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1A3MX-3026-SM-731BF.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1A3MX-3026-SM-731BF
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1A8G6-2926-SM-731CK.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1A8G6-2926-SM-731CK
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1A8G7-3126-SM-7IGP7.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1A8G7-3126-SM-7IGP7
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1AX9I-3026-SM-73KUH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1AX9I-3026-SM-73KUH
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1B8L1-3026-SM-7EPHK.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1B8L1-3026-SM-7EPHK
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1B8SF-3126-SM-73KU1.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1B8SF-3126-SM-73KU1
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1B8SG-1726-SM-73KXK.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1B8SG-1726-SM-73KXK
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1B933-3126-SM-7P8RL.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1B933-3126-SM-7P8RL
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1C64N-3026-SM-7MGVU.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1C64N-3026-SM-7MGVU
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1C6VQ-3026-SM-7IGPU.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1C6VQ-3026-SM-7IGPU
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1C6VS-3026-SM-79OLA.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1C6VS-3026-SM-79OLA
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1C6WA-3026-SM-7P8RQ.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1C6WA-3026-SM-7P8RQ
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1CAV2-2726-SM-7IGNN.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1CAV2-2726-SM-7IGNN
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1CB4H-3126-SM-7IGN4.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1CB4H-3126-SM-7IGN4
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1E1VI-3026-SM-7RHHU.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1E1VI-3026-SM-7RHHU
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1E2YA-3026-SM-7IGO7.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1E2YA-3026-SM-7IGO7
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1EKGG-2926-SM-7EPIH.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1EKGG-2926-SM-7EPIH
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1EMGI-3026-SM-7P8P6.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1EMGI-3026-SM-7P8P6
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1EN7A-3026-SM-7PBYT.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1EN7A-3026-SM-7PBYT
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1EWIQ-3126-SM-7MXTI.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1EWIQ-3126-SM-7MXTI
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1EX96-3026-SM-7RHH5.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1EX96-3026-SM-7RHH5
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F48J-2826-SM-7P8R4.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F48J-2826-SM-7P8R4
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F52S-3126-SM-7PC3M.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F52S-3126-SM-7PC3M
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F6I4-3126-SM-7P8SD.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F6I4-3126-SM-7P8SD
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F6RS-3126-SM-9MQK7.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F6RS-3126-SM-9MQK7
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F75A-3026-SM-9KNU2.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F75A-3026-SM-9KNU2
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F75B-3026-SM-7PBZ7.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F75B-3026-SM-7PBZ7
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F7RK-1826-SM-7RHI4.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F7RK-1826-SM-7RHI4
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1F88E-2826-SM-7RHHE.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1F88E-2826-SM-7RHHE
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GF9V-2926-SM-7PBXO.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GF9V-2926-SM-7PBXO
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GF9W-2626-SM-7P8TA.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GF9W-2626-SM-7P8TA
RNASEQ-PROCESSED/gtex_analysis/cortex/reindex/GTEX-1GMR8-3026-SM-9KNVF.Aligned.sortedByCoord.out.patched.md.bam,normal,GTEX-1GMR8-3026-SM-9KNVF
