Target gene,kibble,baseMean,log2FoldChange.x,lfcSE,stat,pvalue,padj.x,log2FoldChange.y,padj.y,mirna
KIAA0556,chr16:27550128-27780457:+,3590.3212769213674,-0.4883322791723086,0.05275596506749853,-9.256437230321021,2.1136736061279567e-20,3.976758469218525e-20,-0.07862913,0.4401733,miR-544
GPT2,chr16:46884093-46931718:+,8431.321004172889,-0.3478977542858492,0.057010784064348057,-6.102314851400344,1.0454317914511063e-9,1.573440920285131e-9,-0.3146245,0.002334882,miR-544
RPGRIP1L,chr16:53599239-53703938:-,1119.453145936403,-0.03653613917332985,0.04278847322029588,-0.8538780756495805,0.3931725485329859,0.42163921145672667,-0.1822016,0.05433569,miR-544
PLLP,chr16:57249039-57284672:-,9235.127356003475,0.6662580140882425,0.05422434693753244,12.287063869220692,1.062971266669493e-34,2.5117146831855974e-34,0.02448989,0.8060427,miR-544
CDH8,chr16:61640435-62036835:-,1602.2409087533842,-2.6392375510421178,0.12328754287383105,-21.407171312863603,1.1455844009561274e-101,6.223465950341693e-101,0.3657543,2.966251e-4,miR-544
CYB5B,chr16:69424595-69466678:+,5272.947430428336,0.27342740110197084,0.03501610824743893,7.8086176559032445,5.781860578392306e-15,9.812953010311276e-15,-0.1017976,0.08043589,miR-544
ZFHX3,chr16:72782112-73064255:-,1770.2189930943605,0.736317347672066,0.046881228832907455,15.706016373769216,1.3755534805795315e-55,4.3084881999810306e-55,0.1708463,0.3578095,miR-544
GLG1,chr16:74447427-74607144:-,12521.273831549777,0.6012387856637131,0.03739545200227754,16.07785849538856,3.647719854575372e-58,1.1811585994433753e-57,-0.1827054,0.002419995,miR-544
SGSM2,chr17:2337498-2382472:+,16190.975477448868,-1.7454013015202685,0.049075954742301336,-35.565305059991196,4.819440248935916e-277,2.7260828557694994e-275,0.02514016,0.8146461,miR-544
UBE2G1,chr17:4269217-4366674:-,2689.5073137186873,0.6646114335134314,0.026896428072848165,24.710025870846174,8.345034949875813e-135,6.693109348893697e-134,-0.06275803,0.05454139,miR-544
PFN1,chr17:4945417-4949088:-,16480.29360640159,2.3017975312073244,0.058927410065868116,39.06157641468396,0,0,0.06986594,0.2280704,miR-544
PITPNM3,chr17:6451263-6556557:-,7376.440762390598,-3.3417499415937972,0.10088754556272765,-33.12351314480178,1.3633115063418606e-240,4.197246610453348e-239,0.01338887,0.7931834,miR-544
HS3ST3A1,chr17:13482284-13601942:-,248.46804185117108,1.5743590271144374,0.12818326339761793,12.28209506751951,1.130327022859229e-34,2.6689687377713645e-34,-0.1291269,0.1572358,miR-544
NF1,chr17:31094927-31382173:+,12133.790512871237,0.06551161334737864,0.04254529368798403,1.539808699590219,0.1236069907382947,0.13885088649470884,-0.06601052,0.2596295,miR-544
LSM12,chr17:44033020-44067619:-,622.6216749404931,1.1774041860266544,0.0332687627898837,35.39068144682186,2.3752724041354724e-274,1.2829447514166308e-272,-0.0271796,0.533229,miR-544
CDC27,chr17:47111121-47189332:-,3203.860408891847,0.5335298152412328,0.0257669606469372,20.705966161540708,3.0603652630681496e-95,1.547851015826841e-94,0.09327249,0.1676331,miR-544
SNX11,chr17:48107533-48123064:+,1995.3554410639067,0.7281122736577093,0.0392439328270483,18.553499132377187,7.641188572348204e-77,3.093945606814018e-76,-0.02209061,0.7352662,miR-544
SLC35B1,chr17:49700461-49708173:-,3088.580261755191,0.9765843911481944,0.03206334970082715,30.457965255046357,9.396349616950939e-204,1.7234104731481676e-202,-0.04308135,0.19436610000000001,miR-544
ANKRD40,chr17:50690718-50707971:-,8254.498787877656,-0.09343326628229708,0.05561373969207223,-1.6800392636716721,0.09294967666122746,0.10542661939033778,0.1081802,0.1130374,miR-544
MBTD1,chr17:51171021-51261108:-,6271.790453779755,1.136879912605476,0.04147827014678485,27.409048366343217,2.1395230328776075e-165,2.4624224769850638e-164,0.1109734,0.2364879,miR-544
SRSF1,chr17:57996485-58007634:-,8685.000856865767,0.6221333457254516,0.027369571625376996,22.73083971649053,2.2204801221376963e-114,1.401070622520553e-113,-0.001203519,0.9883638,miR-544
PRKCA,chr17:66302616-66810927:+,9950.155178428022,-0.5343306053105651,0.046184149272175484,-11.569566912700125,5.877861566418812e-31,1.312545794403604e-30,0.3497302,0.1536564,miR-544
NPTX1,chr17:80466750-80476607:-,11708.594974806283,-2.0717504062114056,0.13995669012243797,-14.802796525117744,1.405168023236357e-49,4.084539529102607e-49,-0.1661851,0.5703082,miR-544
MAFG,chr17:81918269-81927711:-,4184.287808311952,-0.8029119675069596,0.04333911644035482,-18.52626526458983,1.267873744021242e-76,5.1206797333961366e-76,0.0879899,0.224994,miR-544
ANKRD12,chr18:9136753-9289097:+,3000.432753268924,-0.563722328683837,0.038712503957661314,-14.561763540285664,4.9172705984987934e-48,1.3997107207535e-47,0.05663805,0.5722243,miR-544
ROCK1,chr18:20948891-21111851:-,2348.7182008942427,0.43730801179081247,0.04316042706138234,10.132152102408007,3.977962361165309e-24,7.971460025614727e-24,0.2068157,0.01462008,miR-544
GATA6,chr18:22169435-22212108:+,35.769079790802444,0.8009114303311055,0.15838726844355328,5.056665464349098,4.266507010105972e-7,5.991625998618129e-7,0.05742683,0.8024819,miR-544
AQP4,chr18:26852038-26865844:-,50138.15971067207,1.6000889922466168,0.08921296097678612,17.935611313954393,6.217610825274869e-72,2.3789743612161333e-71,NA,NA,miR-544
SMAD2,chr18:47828487-47931193:-,3898.595183659073,0.7015503409318105,0.03417719562229804,20.526855061042568,1.2394150334030641e-93,6.154523821398488e-93,-0.3517266,0.007158728,miR-544
SMAD7,chr18:48914524-48952018:-,1395.0710658830176,-0.925933855495862,0.05993758521085094,-15.44830096572248,7.745841007567273e-54,2.3745465085929207e-53,0.006065046,0.9613329,miR-544
ONECUT2,chr18:57435374-57491428:+,332.8342300198491,-0.6764757504864638,0.12082385727311488,-5.598859080929125,2.1576709522046293e-8,3.1400742512569086e-8,0.1673884,0.1610636,miR-544
DOK6,chr18:69400888-69849087:+,2832.8265574512257,-2.833909135714881,0.11758489272468443,-24.10096288772616,2.442271260883183e-128,1.8168238848220045e-127,0.09355704,0.731823,miR-544
TXNL4A,chr18:79969392-80033935:-,5062.21416744648,-0.018105368952739627,0.03183952550803799,-0.5686444337296694,0.5695974640651751,0.5987559421539199,0.1286604,0.1881268,miR-544
SLC44A2,chr19:10596245-10644574:+,13103.528011999591,0.604688011880656,0.04926727748364979,12.27362344268632,1.2550827871327857e-34,2.9611132678853426e-34,-0.4547302,0.02702169,miR-544
LRFN3,chr19:35935550-35954671:+,1906.276187891248,-0.12648483012120904,0.04427261717446058,-2.856953986315812,0.004277278396498549,0.00522190209448748,-0.1447724,0.2988368,miR-544
DMWD,chr19:45782947-45792802:-,5096.252118723947,-0.7379693337035181,0.04079112825319991,-18.09141755341438,3.7238419542995397e-73,1.4437801197644937e-72,-0.2738921,0.06640362,miR-544
CAPZB,chr1:19338773-19485641:-,13786.432711523126,0.7387425953695007,0.029949079873213397,24.66662076086804,2.4410626144591485e-134,1.9455377368420528e-133,0.184370882664481,0.0174163707912353,miR-544
SRSF10,chr1:23963417-23980927:-,4392.029885402039,0.7319879438331444,0.027092074629335598,27.018526777589035,8.954229535702865e-161,9.763349391547303e-160,0.10396437243373,0.152983009074265,miR-544
RCAN3,chr1:24502344-24537020:+,208.45450414360062,1.4215448242534092,0.0880388175952652,16.14679595980695,1.1961559907438134e-58,3.897544263156928e-58,-0.00231610153831445,0.985713027130139,miR-544
DLGAP3,chr1:34862120-34929585:-,8243.65926463221,-3.6233452530623738,0.12505693125008385,-28.97356601383855,1.416983586252063e-184,2.0738480996480956e-183,-0.148617822983772,0.719157273056377,miR-544
SFPQ,chr1:35176378-35193161:-,15553.687839273107,0.3547757729633792,0.0335322412501554,10.580138986735193,3.684113196646468e-26,7.623266778773695e-26,0.0452211537723706,0.580077067544084,miR-544
AKIRIN1,chr1:38991244-39018235:+,5683.209546934836,0.6224572081513712,0.02643985010147399,23.542387939509155,1.5022685231839315e-122,1.043021551003122e-121,-0.123231335002666,0.0468566746751706,miR-544
YBX1,chr1:42682235-42703803:+,19729.02380317879,2.4512036672447457,0.06723151987850531,36.45914403949722,4.928011138672289e-291,3.5698678335975296e-289,0.18015364302077,0.141853006695992,miR-544
CDKN2C,chr1:50968695-50990588:+,3163.166326013888,3.1298374247496636,0.08466043586605945,36.969304406858384,3.566550889051874e-299,2.9505849600751222e-297,0.181197265157252,0.0101207595343695,miR-544
ZFYVE9,chr1:52142001-52348664:+,3801.115379520874,-0.7947684718451238,0.04481533651919852,-17.73429663982667,2.2793068059662537e-70,8.551021146379795e-70,-0.332611426994628,0.00600352559514901,miR-544
FOXD3,chr1:63323059-63325126:+,55.570505105237636,5.301079630407624,0.2208950537496149,23.998181672353837,2.9050386754561643e-127,2.1320105055254826e-126,-0.44762635796117,0.148536688035234,miR-544
ALG14,chr1:94973270-95072974:-,910.4161465129058,0.8042448739724697,0.03918690692511617,20.523305794696515,1.3333047174127593e-93,6.614652386041063e-93,0.359340856250586,0.0878008578333234,miR-544
PTBP2,chr1:96721605-96824163:+,2413.983894500707,-0.286544428401555,0.04511105771336036,-6.351977606516867,2.1256427346416257e-10,3.2556127193704553e-10,0.154977322262767,0.20911150296929,miR-544
GATAD2B,"chr1:153793687-153923360:-,chr1_GL383518v1_alt",3846.0098132538187,0.29566667575920474,0.03117522264439332,9.484027720725154,2.4465312479021504e-21,4.677329334534419e-21,-0.0132820530787665,0.247112342936234,miR-544
POU2F1,chr1:167220294-167434447:+,2287.9776740538296,-0.35996765399849145,0.03959697459540787,-9.09078680067233,9.832490820216558e-20,1.8296421850924925e-19,0.131556407383062,0.0780713081465885,miR-544
MPZL1,chr1:167719920-167798058:+,4873.347084869382,1.7087585978247424,0.05126275301825062,33.33333653025596,1.270319124794264e-243,4.179640833349799e-242,0.0509938919768312,0.615412111149883,miR-544
RC3H1,chr1:173931084-174022455:-,1633.2313802535562,0.13739770449597472,0.028900657325408762,4.7541376982861205,1.9929517809177193e-6,2.747751508576404e-6,0.0652695499784884,0.456036110215039,miR-544
CDC73,chr1:193121958-193258501:+,3498.2795048024977,0.4541691476499736,0.033343404839175035,13.62095892247849,3.0059470769295604e-42,7.930607266316821e-42,-0.255021130866177,0.0709115255772157,miR-544
DIEXF,chr1:209827967-209857565:+,1208.8100388419039,0.5474809370822796,0.03326338441980339,16.45896671766016,7.232452756514475e-61,2.420288654590737e-60,0.08829059,0.2563326,miR-544
TGFB2,chr1:218345334-218445868:+,3844.436962147061,1.5520480712738696,0.09086293265710602,17.081201606500098,2.048562830555364e-65,7.235692462722061e-65,-0.630606540766815,2.247611050829e-5,miR-544
HEATR1,chr1:236549005-236604541:-,3668.316720863019,0.28236991518841736,0.0294511617899338,9.587734338036519,9.004044288841082e-22,1.7332513819732408e-21,0.24435619197382,0.0129892882266378,miR-544
CHRM3,chr1:239386565-239915450:+,2368.13704647822,-1.732116287220971,0.1059387671759866,-16.350164660152796,4.3380618965251216e-60,1.4401844247402434e-59,-0.219500398611269,0.194456550740472,miR-544
ATRN,chr20:3471018-3651125:+,5860.49417238186,0.1656660173788118,0.04065700985786231,4.074722119456974,4.606932373006178e-5,6.090856082369016e-5,0.08947012,0.4292167,miR-544
PLAGL2,chr20:32186337-32207743:-,2299.604493250832,0.5772656355976699,0.033587500546463395,17.186918532360195,3.327544861384632e-66,1.187283432246692e-65,0.04279155,0.7179826,miR-544
MAFB,chr20:40685848-40689240:-,2644.4120423118616,2.716925780168224,0.09887811592216064,27.477523765795222,3.259225076680999e-166,3.7946817735036304e-165,-0.0614855,0.7177587,miR-544
VAPB,chr20:58389119-58451510:+,6137.106450090326,-0.13461992783973933,0.029674565550014496,-4.536542501788154,5.718396951360681e-6,7.769088901419954e-6,0.2831217,0.007454524,miR-544
KCNJ15,chr21:38229467-38307622:+,74.70135683391565,1.421183503499412,0.14540932108826696,9.773675393455138,1.4605528911804997e-22,2.8476387893274486e-22,0.8726623,0.06491187,miR-544
HSCB,chr22:28741992-28757531:+,854.0654978191108,0.6479152864333348,0.04806318313679063,13.480490557384226,2.037476421338559e-41,5.316260591593594e-41,-0.04821807,0.5360694,miR-544
PRR14L,chr22:31681347-31750176:-,2217.290595717258,-0.25822678962201084,0.03939206565139618,-6.5552995343583484,5.5530300289713676e-11,8.623863238045827e-11,0.03434635,0.4986669,miR-544
EP300,chr22:41092610-41180138:+,4755.727841832086,-0.11799144242548677,0.041087341220372484,-2.871722504326531,0.004082412743985008,0.004989229729251497,-0.1168131,0.2600622,miR-544
CENPM,chr22:41927747-41947164:-,363.2739971967202,3.450096564679858,0.09777201811701254,35.28715711432711,9.243215879870768e-273,4.85854988846573e-271,0.1879287,0.009629075,miR-544
PANX2,chr22:50170731-50180295:+,3960.5034105689983,-3.8462110091157986,0.07969947568631794,-48.25892486738254,0,0,0.3488414,0.004002763,miR-544
ZXDB,chrX:57591653-57656504:+,850.4011425880345,0.6492851364355157,0.03082069379783495,21.066532138907455,1.6132216994193996e-98,8.485853269267142e-98,0.04404787,0.5565658,miR-544
KIAA2022,chrX:74732292-74925452:-,736.3845929212682,-0.654340155234624,0.10573167393774752,-6.188686236253907,6.066770275409619e-10,9.189595234957141e-10,0.6298644,0.07293746,miR-544
MAGT1,chrX:77825258-77895568:-,4064.3218092318457,2.582072624720686,0.07336176891184856,35.19643355142243,2.2672125005938096e-271,1.1537354569137471e-269,0.3821849,0.02437887,miR-544
PLP1,chrX:103772947-103792827:+,70461.66172262488,0.280034300704662,0.12717786976148351,2.2019106093682335,0.02767162342600355,0.03243153994201667,-0.11501,0.9644237,miR-544
NUP62CL,chrX:107123427-107206440:-,48.29880548105467,1.0140521487543943,0.09270611799564951,10.938351973728222,7.55609188939326e-28,1.6047433979631843e-27,0.1222345,0.4194226,miR-544
IRS4,chrX:108719637-108736584:-,62.91623420596437,-1.7422545004090184,0.11274857557374483,-15.452563294420262,7.25018965644542e-54,2.223233313688891e-53,0.01817104,0.9918582,miR-544
ATP1B4,chrX:120362047-120417462:+,17.658205306153313,1.6949903598223195,0.11019815857179145,15.38129476744454,2.185334716786143e-53,6.660936069791128e-53,1.242491,0.1166061,miR-544
XIAP,chrX:123848480-123914025:+,3069.2150206153824,0.921023415193744,0.0284536219789053,32.36928556499993,7.428276777520662e-230,1.9690872427103047e-228,0.2265352,0.1041804,miR-544
MBNL3,chrX:132360796-132490035:-,664.1295481786873,1.2475114577241084,0.05098961171494926,24.465992498592808,3.401099199484736e-132,2.6475379753691726e-131,0.7481566,0.02929056,miR-544
RBMX,chrX:136804226-136880780:-,9719.678836543302,1.0506552411624221,0.03498318885446178,30.03314665033519,3.624444140927339e-198,6.194321624197072e-197,0.1742648,0.1419943,miR-544
ITGB1BP1,chr2:9405681-9423569:-,5207.699625111114,-0.27899085028191123,0.03955578364086407,-7.053098803829358,1.7497650994077562e-12,2.812649187539088e-12,0.170172121199407,0.00312225122398827,miR-544
CENPA,chr2:26786014-26803376:+,244.15126425435233,4.914615727661332,0.1310896397253543,37.49049686884437,1.3156841091900942e-307,1.2629981397396757e-305,0.259432214559664,2.6850368569664e-4,miR-544
YIPF4,chr2:32277889-32321134:+,3242.7031518788363,0.6623145251028105,0.028035780025804594,23.623902188318116,2.1896788884905054e-123,1.5381280875442923e-122,0.00797716283649528,0.868560675931552,miR-544
ZFP36L2,chr2:43211207-43226618:-,8371.85091387158,2.1999764275614706,0.07952485585422088,27.66401025101266,1.8933314448395887e-168,2.2568133831713482e-167,-0.285165087598849,0.00656043223250334,miR-544
